Origin,Destination,Route
Trung tâm Văn hóa Dân gian,Công viên District 5,"['Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi'
 'Đường Lý Tự Trọng' 'Đường Trần Hưng Đạo' 'Đường 3/2' 'Đường Cái Vạn'
 'Đường Pasteur' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá'
 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ' 'Đường Lê Lợi'
 'Đường Cách Mạng Tháng Tám']"
Trung tâm Văn hóa Dân gian,Cửa hàng Điện máy X,"['Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo'
 'Đường Trường Chinh' 'Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Nguyễn Văn Linh' 'Đường Pasteur' 'Đường Đồng Khởi' 'Đường 3/2'
 'Đường Lê Văn Sỹ' 'Đường Lý Tự Trọng']"
Trung tâm Văn hóa Dân gian,Ngã tư Lê Văn Sỹ,"['Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo' 'Đường Lê Văn Sỹ'
 'Đường 3/2' 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi' 'Đường Tô Hiệu'
 'Đường Bạch Đằng' 'Đường Lý Tự Trọng' 'Đường Pasteur'
 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn']"
Trung tâm Văn hóa Dân gian,Nhà thờ Chợ Lớn,"['Đường Trần Hưng Đạo' 'Đường Cái Vạn' 'Đường 3/2' 'Đường Lý Thường Kiệt'
 'Đường Tô Hiệu' 'Đường Trường Chinh' 'Đường Lý Tự Trọng'
 'Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi'
 'Đường Lê Văn Sỹ' 'Đường Pasteur' 'Đường Đồng Khởi' 'Đường Bạch Đằng']"
Trung tâm Văn hóa Dân gian,Siêu thị Big C District 5,"['Đường Nguyễn Văn Quá' 'Đường Cái Vạn' 'Đường Trường Chinh'
 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo'
 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Nguyễn Văn Linh']"
Trung tâm Văn hóa Dân gian,Sân vận động Quận 5,"['Đường Tô Hiệu' 'Đường Trần Hưng Đạo' 'Đường 3/2' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ' 'Đường Cái Vạn'
 'Đường Đồng Khởi' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá'
 'Đường Trường Chinh' 'Đường Pasteur' 'Đường Lê Lợi'
 'Đường Cách Mạng Tháng Tám']"
Trung tâm Văn hóa Dân gian,Trung tâm Thương Mại Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Quá' 'Đường Pasteur' 'Đường Lý Tự Trọng'
 'Đường Cái Vạn' 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt'
 'Đường Lê Văn Sỹ' 'Đường 3/2' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Linh']"
Trung tâm Văn hóa Dân gian,Trung tâm Văn hóa Chợ Lớn,"['Đường 3/2' 'Đường Lý Thường Kiệt' 'Đường Lý Tự Trọng'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Cách Mạng Tháng Tám'
 'Đường Tô Hiệu' 'Đường Đồng Khởi' 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn'
 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng']"
Trung tâm Văn hóa Dân gian,Trung tâm Y tế Quận 5,"['Đường Lý Tự Trọng' 'Đường 3/2' 'Đường Nguyễn Văn Quá'
 'Đường Trường Chinh' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng'
 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh' 'Đường Pasteur' 'Đường Cái Vạn'
 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Lê Lợi']"
Trung tâm Văn hóa Dân gian,Trường Tiểu học Chợ Lớn,"['Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá' 'Đường Pasteur'
 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi' 'Đường 3/2'
 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo'
 'Đường Cái Vạn' 'Đường Trường Chinh']"
Trung tâm Văn hóa Dân gian,Trường Trung học Chợ Lớn,"['Đường 3/2' 'Đường Trường Chinh' 'Đường Lý Thường Kiệt'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu'
 'Đường Lê Lợi' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng' 'Đường Pasteur']"
Trung tâm Văn hóa Dân gian,Trạm xe buýt Quận 5,"['Đường Trường Chinh' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh'
 'Đường 3/2' 'Đường Lê Lợi' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng'
 'Đường Pasteur' 'Đường Cái Vạn' 'Đường Lý Tự Trọng' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Quá']"
Trung tâm Văn hóa Dân gian,Đền Bà Thiên Hậu,"['Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo' 'Đường Cái Vạn'
 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Trường Chinh' 'Đường Lý Tự Trọng'
 'Đường Đồng Khởi' 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Quá' 'Đường 3/2' 'Đường Pasteur']"
Trung tâm Văn hóa Dân gian,Đền Vua,"['Đường Tô Hiệu' 'Đường Cái Vạn' 'Đường Cách Mạng Tháng Tám'
 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh'
 'Đường Bạch Đằng' 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Nguyễn Văn Quá']"
Trung tâm Y tế Quận 5,Bưu điện Chợ Lớn,"['Đường Lý Thường Kiệt' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Linh'
 'Đường Lê Văn Sỹ' 'Đường Lê Lợi' 'Đường Cái Vạn' 'Đường Pasteur'
 'Đường Trường Chinh' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá'
 'Đường 3/2' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng']"
Trung tâm Y tế Quận 5,Bảo tàng Quận 5,"['Đường Lê Văn Sỹ' 'Đường Cái Vạn' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Nguyễn Văn Linh'
 'Đường Tô Hiệu' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám']"
Trung tâm Y tế Quận 5,Bệnh viện Quận 5,"['Đường 3/2' 'Đường Trần Hưng Đạo' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ' 'Đường Cái Vạn'
 'Đường Trường Chinh' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh'
 'Đường Pasteur' 'Đường Bạch Đằng']"
Trung tâm Y tế Quận 5,Chợ Bình Tây,"['Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi' 'Đường Lý Tự Trọng'
 'Đường 3/2' 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt'
 'Đường Trần Hưng Đạo' 'Đường Cái Vạn' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Tô Hiệu'
 'Đường Pasteur']"
Trung tâm Y tế Quận 5,Chợ Bình Đông,"['Đường Nguyễn Văn Linh' 'Đường Lý Thường Kiệt' 'Đường Trường Chinh'
 'Đường Trần Hưng Đạo' 'Đường Pasteur' 'Đường 3/2' 'Đường Tô Hiệu'
 'Đường Lý Tự Trọng' 'Đường Cái Vạn' 'Đường Bạch Đằng'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá' 'Đường Lê Văn Sỹ'
 'Đường Đồng Khởi']"
Trung tâm Y tế Quận 5,Công viên District 5,"['Đường Lê Lợi' 'Đường Cái Vạn' 'Đường Trường Chinh' 'Đường Lê Văn Sỹ'
 'Đường Đồng Khởi' 'Đường Pasteur' 'Đường Lý Tự Trọng'
 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá' 'Đường Nguyễn Văn Linh'
 'Đường Bạch Đằng' 'Đường 3/2']"
Trung tâm Y tế Quận 5,Cửa hàng Điện máy X,"['Đường Bạch Đằng' 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi'
 'Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Cái Vạn' 'Đường Đồng Khởi'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng' 'Đường Tô Hiệu'
 'Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo']"
Trung tâm Y tế Quận 5,Ngã tư Lê Văn Sỹ,"['Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá'
 'Đường Bạch Đằng' 'Đường 3/2' 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ'
 'Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Lý Thường Kiệt']"
Trung tâm Y tế Quận 5,Nhà thờ Chợ Lớn,"['Đường Cái Vạn' 'Đường Trường Chinh' 'Đường Lê Văn Sỹ'
 'Đường Lý Tự Trọng' 'Đường Bạch Đằng' 'Đường 3/2' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Nguyễn Văn Linh'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo'
 'Đường Lê Lợi']"
Trung tâm Y tế Quận 5,Siêu thị Big C District 5,"['Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Bạch Đằng' 'Đường Pasteur'
 'Đường Tô Hiệu' 'Đường Đồng Khởi' 'Đường Lê Lợi' 'Đường Trường Chinh'
 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng']"
Trung tâm Y tế Quận 5,Sân vận động Quận 5,"['Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Lê Lợi' 'Đường Bạch Đằng'
 'Đường Pasteur' 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường Lê Văn Sỹ'
 'Đường Lý Tự Trọng' 'Đường 3/2' 'Đường Nguyễn Văn Quá'
 'Đường Cách Mạng Tháng Tám']"
Trung tâm Y tế Quận 5,Trung tâm Thương Mại Chợ Lớn,"['Đường Đồng Khởi' 'Đường 3/2' 'Đường Cách Mạng Tháng Tám'
 'Đường Lê Văn Sỹ' 'Đường Cái Vạn' 'Đường Bạch Đằng' 'Đường Pasteur'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Lý Tự Trọng'
 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi']"
Trung tâm Y tế Quận 5,Trung tâm Văn hóa Chợ Lớn,"['Đường Lý Tự Trọng' 'Đường Trường Chinh' 'Đường 3/2'
 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu' 'Đường Đồng Khởi'
 'Đường Trần Hưng Đạo' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng'
 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn' 'Đường Pasteur']"
Trung tâm Y tế Quận 5,Trung tâm Văn hóa Dân gian,"['Đường Đồng Khởi' 'Đường Bạch Đằng' 'Đường Nguyễn Văn Quá'
 'Đường Cái Vạn' 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Tô Hiệu' 'Đường Lê Lợi']"
Trung tâm Y tế Quận 5,Trường Tiểu học Chợ Lớn,"['Đường Lê Văn Sỹ' 'Đường Lý Tự Trọng' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt'
 'Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo' 'Đường Trường Chinh'
 'Đường Cái Vạn' 'Đường 3/2' 'Đường Đồng Khởi' 'Đường Tô Hiệu']"
Trung tâm Y tế Quận 5,Trường Trung học Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ'
 'Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường 3/2' 'Đường Lý Tự Trọng'
 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá']"
Trung tâm Y tế Quận 5,Trạm xe buýt Quận 5,"['Đường Trần Hưng Đạo' 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Lê Lợi'
 'Đường Cái Vạn' 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt'
 'Đường Lê Văn Sỹ']"
Trung tâm Y tế Quận 5,Đền Bà Thiên Hậu,"['Đường Tô Hiệu' 'Đường Pasteur' 'Đường Cách Mạng Tháng Tám'
 'Đường Cái Vạn' 'Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Đồng Khởi'
 'Đường Lê Văn Sỹ' 'Đường Trường Chinh' 'Đường Lê Lợi' 'Đường Bạch Đằng'
 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá']"
Trung tâm Y tế Quận 5,Đền Vua,"['Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Linh' 'Đường 3/2'
 'Đường Cái Vạn' 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh'
 'Đường Lê Lợi' 'Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ'
 'Đường Cách Mạng Tháng Tám']"
Trường Tiểu học Chợ Lớn,Bưu điện Chợ Lớn,"['Đường 3/2' 'Đường Nguyễn Văn Quá' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Pasteur' 'Đường Nguyễn Văn Linh' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo'
 'Đường Tô Hiệu']"
Trường Tiểu học Chợ Lớn,Bảo tàng Quận 5,"['Đường Lê Văn Sỹ' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi'
 'Đường Bạch Đằng' 'Đường Nguyễn Văn Linh' 'Đường 3/2'
 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu' 'Đường Lý Thường Kiệt'
 'Đường Cái Vạn' 'Đường Trường Chinh' 'Đường Đồng Khởi'
 'Đường Lý Tự Trọng' 'Đường Pasteur']"
Trường Tiểu học Chợ Lớn,Bệnh viện Quận 5,"['Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh'
 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Cái Vạn'
 'Đường Tô Hiệu' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng' 'Đường Lê Lợi'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Trần Hưng Đạo']"
Trường Tiểu học Chợ Lớn,Chợ Bình Tây,"['Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh' 'Đường Pasteur' 'Đường 3/2'
 'Đường Lê Lợi' 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn'
 'Đường Trần Hưng Đạo' 'Đường Trường Chinh' 'Đường Đồng Khởi'
 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ']"
Trường Tiểu học Chợ Lớn,Chợ Bình Đông,"['Đường Cái Vạn' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá'
 'Đường Lý Thường Kiệt' 'Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo'
 'Đường 3/2' 'Đường Pasteur' 'Đường Đồng Khởi' 'Đường Trường Chinh'
 'Đường Lý Tự Trọng' 'Đường Lê Lợi' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Linh']"
Trường Tiểu học Chợ Lớn,Công viên District 5,"['Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Quá' 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng'
 'Đường Đồng Khởi' 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ'
 'Đường Trường Chinh' 'Đường Trần Hưng Đạo' 'Đường Pasteur' 'Đường Lê Lợi']"
Trường Tiểu học Chợ Lớn,Cửa hàng Điện máy X,"['Đường Lê Lợi' 'Đường Pasteur' 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn'
 'Đường Lý Tự Trọng' 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng'
 'Đường Lý Thường Kiệt' 'Đường 3/2' 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ']"
Trường Tiểu học Chợ Lớn,Ngã tư Lê Văn Sỹ,"['Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng'
 'Đường Lê Lợi' 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu'
 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh'
 'Đường Cái Vạn' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh']"
Trường Tiểu học Chợ Lớn,Nhà thờ Chợ Lớn,"['Đường Lê Lợi' 'Đường Pasteur' 'Đường Bạch Đằng' 'Đường Đồng Khởi'
 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám'
 'Đường Cái Vạn' 'Đường Trần Hưng Đạo' 'Đường Trường Chinh'
 'Đường Nguyễn Văn Linh' 'Đường Lý Thường Kiệt' 'Đường 3/2']"
Trường Tiểu học Chợ Lớn,Siêu thị Big C District 5,"['Đường Đồng Khởi' 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng'
 'Đường Cái Vạn' 'Đường Nguyễn Văn Linh' 'Đường Nguyễn Văn Quá'
 'Đường Lê Lợi' 'Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường Trường Chinh'
 'Đường 3/2' 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo' 'Đường Tô Hiệu']"
Trường Tiểu học Chợ Lớn,Sân vận động Quận 5,"['Đường Trường Chinh' 'Đường Pasteur' 'Đường Cách Mạng Tháng Tám'
 'Đường Bạch Đằng' 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Lý Thường Kiệt'
 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn' 'Đường Tô Hiệu' 'Đường Lê Lợi']"
Trường Tiểu học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,"['Đường Đồng Khởi' 'Đường Trần Hưng Đạo' 'Đường Trường Chinh'
 'Đường Pasteur' 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu' 'Đường Lê Lợi'
 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng'
 'Đường Cái Vạn' 'Đường Cách Mạng Tháng Tám' 'Đường 3/2']"
Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,"['Đường Trần Hưng Đạo' 'Đường Trường Chinh' 'Đường Cái Vạn'
 'Đường Đồng Khởi' 'Đường Lý Tự Trọng' 'Đường Lê Lợi' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ' 'Đường Pasteur'
 'Đường Nguyễn Văn Quá' 'Đường Bạch Đằng']"
Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Dân gian,"['Đường Tô Hiệu' 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá' 'Đường Lê Văn Sỹ'
 'Đường Bạch Đằng' 'Đường 3/2' 'Đường Pasteur' 'Đường Lý Tự Trọng'
 'Đường Lê Lợi' 'Đường Cái Vạn' 'Đường Trần Hưng Đạo']"
Trường Tiểu học Chợ Lớn,Trung tâm Y tế Quận 5,"['Đường Lê Văn Sỹ' 'Đường 3/2' 'Đường Lê Lợi' 'Đường Nguyễn Văn Quá'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám'
 'Đường Trần Hưng Đạo' 'Đường Pasteur' 'Đường Cái Vạn' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng' 'Đường Lý Tự Trọng']"
Trường Tiểu học Chợ Lớn,Trường Trung học Chợ Lớn,"['Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Quá' 'Đường Lê Văn Sỹ' 'Đường Lê Lợi' 'Đường Đồng Khởi'
 'Đường Pasteur' 'Đường Cách Mạng Tháng Tám' 'Đường Lý Thường Kiệt']"
Trường Tiểu học Chợ Lớn,Trạm xe buýt Quận 5,"['Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh'
 'Đường Cái Vạn' 'Đường Bạch Đằng' 'Đường Lê Lợi' 'Đường Nguyễn Văn Linh'
 'Đường Pasteur' 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo'
 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi']"
Trường Tiểu học Chợ Lớn,Đền Bà Thiên Hậu,"['Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Trường Chinh'
 'Đường Lê Văn Sỹ' 'Đường Cái Vạn' 'Đường Trần Hưng Đạo' 'Đường Pasteur'
 'Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Cách Mạng Tháng Tám'
 'Đường Bạch Đằng']"
Trường Tiểu học Chợ Lớn,Đền Vua,"['Đường Cái Vạn' 'Đường Nguyễn Văn Linh' 'Đường Trường Chinh'
 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng' 'Đường Lý Tự Trọng'
 'Đường Lý Thường Kiệt' 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi'
 'Đường Pasteur' 'Đường Nguyễn Văn Quá' 'Đường 3/2' 'Đường Lê Văn Sỹ']"
Trường Trung học Chợ Lớn,Bưu điện Chợ Lớn,"['Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Nguyễn Văn Linh'
 'Đường Lê Lợi' 'Đường Lý Tự Trọng' 'Đường Trần Hưng Đạo'
 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Bạch Đằng'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh']"
Trường Trung học Chợ Lớn,Bảo tàng Quận 5,"['Đường Lê Lợi' 'Đường Trường Chinh' 'Đường Pasteur' 'Đường Đồng Khởi'
 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng'
 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn' 'Đường Bạch Đằng']"
Trường Trung học Chợ Lớn,Bệnh viện Quận 5,"['Đường Bạch Đằng' 'Đường Tô Hiệu' 'Đường 3/2' 'Đường Cái Vạn'
 'Đường Trường Chinh' 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Linh'
 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi' 'Đường Pasteur' 'Đường Lê Lợi']"
Trường Trung học Chợ Lớn,Chợ Bình Tây,"['Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Trần Hưng Đạo' 'Đường Cái Vạn'
 'Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Cách Mạng Tháng Tám'
 'Đường Trường Chinh' 'Đường Đồng Khởi' 'Đường Pasteur' 'Đường Bạch Đằng'
 'Đường Lê Văn Sỹ']"
Trường Trung học Chợ Lớn,Chợ Bình Đông,"['Đường Trường Chinh' 'Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám'
 'Đường Lê Văn Sỹ' 'Đường 3/2' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Quá' 'Đường Đồng Khởi' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Tô Hiệu' 'Đường Pasteur' 'Đường Trần Hưng Đạo']"
Trường Trung học Chợ Lớn,Công viên District 5,"['Đường Lý Tự Trọng' 'Đường Pasteur' 'Đường Nguyễn Văn Quá'
 'Đường Cách Mạng Tháng Tám' 'Đường 3/2' 'Đường Cái Vạn' 'Đường Đồng Khởi'
 'Đường Trường Chinh' 'Đường Lý Thường Kiệt' 'Đường Lê Lợi'
 'Đường Tô Hiệu' 'Đường Nguyễn Văn Linh']"
Trường Trung học Chợ Lớn,Cửa hàng Điện máy X,"['Đường Pasteur' 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám'
 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá'
 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Tô Hiệu' 'Đường Lê Lợi']"
Trường Trung học Chợ Lớn,Ngã tư Lê Văn Sỹ,"['Đường Bạch Đằng' 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Tô Hiệu'
 'Đường Pasteur' 'Đường Trần Hưng Đạo' 'Đường Cái Vạn' 'Đường Lê Văn Sỹ'
 'Đường Cách Mạng Tháng Tám' 'Đường Lý Thường Kiệt' 'Đường Lê Lợi']"
Trường Trung học Chợ Lớn,Nhà thờ Chợ Lớn,"['Đường Trường Chinh' 'Đường 3/2' 'Đường Bạch Đằng' 'Đường Nguyễn Văn Quá'
 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ' 'Đường Lê Lợi' 'Đường Pasteur'
 'Đường Cái Vạn' 'Đường Đồng Khởi' 'Đường Lý Tự Trọng']"
Trường Trung học Chợ Lớn,Siêu thị Big C District 5,"['Đường Lý Thường Kiệt' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá'
 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng' 'Đường 3/2'
 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh' 'Đường Đồng Khởi'
 'Đường Cái Vạn' 'Đường Trần Hưng Đạo']"
Trường Trung học Chợ Lớn,Sân vận động Quận 5,"['Đường Trần Hưng Đạo' 'Đường 3/2' 'Đường Cái Vạn' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá'
 'Đường Lê Văn Sỹ' 'Đường Pasteur' 'Đường Trường Chinh'
 'Đường Lý Thường Kiệt' 'Đường Lê Lợi' 'Đường Đồng Khởi' 'Đường Tô Hiệu']"
